654,1464
1779,2301
2614,3141
3417,4014
4234,4835
5078,5472
5758,6156
6389,6775
7129,8338
7823,8338
8638,9150
9540,10024
10334,10828
10336,10828
11058,11557
11780,12158
12445,12860
13075,13459
13856,14923
14389,14923
15219,15712
16078,16519
16770,17222
17480,17865
18104,18471
18729,19059
19303,19697
