553,1942
2315,2919
3298,4058
4534,5356
5709,6190
6606,7265
7789,8931
9269,10163
10448,10996
11390,12057
12339,14059
14317,14790
15223,16204
16475,16950
17195,17680
18052,18678
18949,19527
19792,20785
