Time,Q1,Q2,Q3,Q4,Q5,Q6,Qdot1,Qdot2,Qdot3,Qdot4,Qdot5,Qdot6,x,y,z,xdot,ydot,zdot,FT1,FT2,FT3,FT4,FT5,FT6,handle_pos1,handle_pos2,mag11, mag12, mag21,mag22,f1,f2, dxl_pos1, dxl_pos2
23:03:19:637342,-0.523564,-0.17455,1.65538,0,1.29299,1.83298,0.0123819,-0.0145601,-0.0267075,-0.000238871,0.0121474,0.0124453,0.311806,-0.180014,0.231519,0.00737036,0.000828812,0.00269607,0.599999,2.15,-0.21,0.00599998,-0.00399995,-0.013,0,0,0,0,0,0,0,0,0,0
23:03:19:642319,-0.523546,-0.174568,1.65524,0,1.29304,1.83303,0.0133844,-0.0151778,-0.026943,-0.000259901,0.0117652,0.0134533,0.311846,-0.18003,0.231571,0.00770661,0.0010466,0.00254604,1.06,1.85,-0.04,0.02,0.0140001,-0.00600004,0,0,0,0,0,0,0,0,0,0
23:03:19:647440,-0.523546,-0.174568,1.65513,0,1.2931,1.83308,0.0146357,-0.0151249,-0.0261175,-0.000285262,0.0109926,0.0147114,0.311877,-0.180041,0.231606,0.00786075,0.00147182,0.00232149,1.06,1.85,-0.04,0.02,0.0140001,-0.00600004,0,0,0,0,0,0,0,0,0,0
23:03:19:652437,-0.523512,-0.174603,1.65506,0,1.29315,1.83314,0.0157623,-0.0150771,-0.0253741,-0.000308073,0.0102971,0.015844,0.311895,-0.180051,0.231637,0.0079995,0.00185447,0.00211942,1.26,1.45,-0.25,0.06,0.0190001,0.00299978,0,0,0,0,0,0,0,0,0,0
23:03:19:657581,-0.523494,-0.17462,1.65499,0,1.2932,1.83319,0.0167379,-0.0143359,-0.0242057,-0.000326832,0.00986977,0.0168246,0.311911,-0.180045,0.231645,0.00792275,0.0022999,0.00203834,1.26,1.45,-0.25,0.06,0.0190001,0.00299978,0,0,0,0,0,0,0,0,0,0
23:03:19:662679,-0.523477,-0.174638,1.65492,0,1.29324,1.83328,0.0176163,-0.013669,-0.0231539,-0.000343978,0.00948488,0.0177074,0.311923,-0.180045,0.23166,0.00785371,0.00270075,0.00196537,1.16,2.01,-0.57,0.00399995,0.00300002,0.00299978,0,0,0,0,0,0,0,0,0,0
23:03:19:667679,-0.523424,-0.174655,1.65487,0,1.29329,1.83333,0.018678,-0.0136811,-0.0235055,-0.000365045,0.00982442,0.0187747,0.311938,-0.180047,0.231674,0.00806893,0.00301284,0.0020647,1.16,2.01,-0.57,0.00399995,0.00300002,0.00299978,0,0,0,0,0,0,0,0,0,0
23:03:19:672798,-0.523372,-0.17469,1.6548,0,1.29332,1.8334,0.019633,-0.0136926,-0.0238228,-0.000383344,0.0101302,0.0197345,0.311952,-0.180033,0.231683,0.00826264,0.00329372,0.00215409,0.0999985,3.04,-0.59,-0.031,-0.035,0.00999999,0,0,0,0,0,0,0,0,0,0
23:03:19:677800,-0.523319,-0.174707,1.65473,0,1.29336,1.83347,0.0199238,-0.0156556,-0.0265433,-0.000389021,0.0108877,0.0200268,0.311974,-0.180024,0.231691,0.00895141,0.00301636,0.0022579,0.0999985,3.04,-0.59,-0.031,-0.035,0.00999999,0,0,0,0,0,0,0,0,0,0
23:03:19:682915,-0.523267,-0.174725,1.65462,0,1.29341,1.83356,0.0201853,-0.0174227,-0.0289921,-0.000394496,0.0115694,0.0202898,0.311996,-0.180015,0.231706,0.0095713,0.0027667,0.00235134,-0.150002,3.2,-0.48,0.005,-0.027,0.0149999,0,0,0,0,0,0,0,0,0,0
23:03:19:687921,-0.523215,-0.17476,1.65452,0,1.29345,1.83363,0.0202278,-0.0194201,-0.031509,-0.000396051,0.0120889,0.0203327,0.312023,-0.180009,0.231731,0.01021,0.00241641,0.00238298,-0.150002,3.2,-0.48,0.005,-0.027,0.0149999,0,0,0,0,0,0,0,0,0,0
23:03:19:693043,-0.523145,-0.174777,1.6544,0,1.29352,1.83373,0.0202653,-0.0212178,-0.033775,-0.00039752,0.0125572,0.0203706,0.312055,-0.180005,0.231749,0.0107848,0.00210113,0.0024115,0.039999,3.17,-0.24,0.014,-0.000999928,0.00899982,0,0,0,0,0,0,0,0,0,0
23:03:19:698074,-0.523093,-0.174812,1.65424,0,1.29359,1.83382,0.0205087,-0.0227644,-0.0353173,-0.000403032,0.012553,0.0206154,0.312087,-0.179995,0.231779,0.0112892,0.00191119,0.0023161,0.039999,3.17,-0.24,0.014,-0.000999928,0.00899982,0,0,0,0,0,0,0,0,0,0
23:03:19:703170,-0.523023,-0.174865,1.65405,0,1.29366,1.83392,0.0207272,-0.0241563,-0.0367062,-0.000408442,0.0125499,0.0208353,0.312126,-0.179996,0.231813,0.0117431,0.00174019,0.00223031,-0.34,2.92,-0.31,0.000999987,0.005,0.00199986,0,0,0,0,0,0,0,0,0,0
23:03:19:708195,-0.52297,-0.174934,1.65382,0,1.29371,1.83403,0.0202843,-0.025345,-0.0379977,-0.000401175,0.0126527,0.0203904,0.312178,-0.179997,0.231852,0.0120259,0.00139667,0.00218794,-0.34,2.92,-0.31,0.000999987,0.005,0.00199986,0,0,0,0,0,0,0,0,0,0
23:03:19:713321,-0.522918,-0.175004,1.65358,0,1.2938,1.83413,0.0198851,-0.0264148,-0.0391611,-0.00039544,0.0127464,0.0199896,0.312241,-0.180011,0.231894,0.0122804,0.00108744,0.00214994,-0.1,2.3,-0.52,-0.017,-0.0139999,0.000999928,0,0,0,0,0,0,0,0,0,0
23:03:19:718434,-0.522866,-0.175091,1.65333,0,1.29388,1.83425,0.0193831,-0.0263896,-0.0393514,-0.000387205,0.0129618,0.0194854,0.312301,-0.180024,0.231942,0.0121978,0.0009303,0.00221453,-0.1,2.3,-0.52,-0.017,-0.0139999,0.000999928,0,0,0,0,0,0,0,0,0,0
23:03:19:723439,-0.522813,-0.175196,1.65312,0,1.29399,1.83438,0.0189305,-0.026367,-0.0395236,-0.000379532,0.0131566,0.0190308,0.312362,-0.180037,0.231983,0.0121235,0.000788805,0.00227274,0.509999,1.78,-0.49,0,-0.00999999,0,0,0,0,0,0,0,0,0,0,0
23:03:19:728558,-0.522761,-0.175318,1.65293,0,1.29407,1.83448,0.0189014,-0.0253173,-0.0383617,-0.000378929,0.0130444,0.0190014,0.312409,-0.180043,0.232008,0.0117972,0.000966458,0.00230285,0.509999,1.78,-0.49,0,-0.00999999,0,0,0,0,0,0,0,0,0,0,0
23:03:19:733553,-0.522726,-0.17544,1.65274,0,1.29416,1.83457,0.0188747,-0.0243725,-0.0373166,-0.000378047,0.0129441,0.0189744,0.312456,-0.180048,0.232021,0.0115035,0.0011263,0.00232993,0.369999,1.42,-0.41,0.063,0.00900006,-0.00300002,0,0,0,0,0,0,0,0,0,0
23:03:19:738679,-0.522674,-0.175598,1.65253,0,1.29427,1.83467,0.0184283,-0.0232192,-0.0358668,-0.000368763,0.0126476,0.0185256,0.3125,-0.180059,0.232034,0.0110599,0.0011999,0.00231198,0.369999,1.42,-0.41,0.063,0.00900006,-0.00300002,0,0,0,0,0,0,0,0,0,0
23:03:19:743683,-0.522621,-0.175737,1.6523,0,1.29437,1.83478,0.0180253,-0.0221815,-0.0345631,-0.000359712,0.0123816,0.0181202,0.312549,-0.180065,0.232039,0.0106606,0.00126611,0.00229579,0.0799999,1.83,-0.42,0.045,-0.00199997,0.000999928,0,0,0,0,0,0,0,0,0,0
23:03:19:748799,-0.522586,-0.175877,1.65208,0,1.29449,1.8349,0.0175962,-0.0219337,-0.034251,-0.000350817,0.0123173,0.0176887,0.312603,-0.180074,0.232056,0.010506,0.00118048,0.00229101,0.0799999,1.83,-0.42,0.045,-0.00199997,0.000999928,0,0,0,0,0,0,0,0,0,0
23:03:19:753913,-0.522534,-0.175999,1.65185,0,1.2946,1.835,0.01721,-0.0217106,-0.0339703,-0.000342476,0.0122597,0.0173003,0.312649,-0.180086,0.232073,0.0103668,0.00110332,0.00228668,-0.130001,2.89,-0.44,-0.045,-0.043,0.00499988,0,0,0,0,0,0,0,0,0,0
23:03:19:758950,-0.522482,-0.176139,1.65161,0,1.29467,1.83513,0.017347,-0.0229145,-0.0354809,-0.000345196,0.0125664,0.017438,0.312702,-0.180095,0.232097,0.0107712,0.000928269,0.00230258,-0.130001,2.89,-0.44,-0.045,-0.043,0.00499988,0,0,0,0,0,0,0,0,0,0
23:03:19:764089,-0.522412,-0.176261,1.65138,0,1.29474,1.83521,0.0174692,-0.0239983,-0.0368421,-0.000348251,0.0128438,0.017561,0.312768,-0.180111,0.232119,0.0111351,0.000770623,0.00231694,-0.440001,2.12,-0.21,0.00699997,-0.053,-0.00800014,0,0,0,0,0,0,0,0,0,0
23:03:19:769032,-0.522342,-0.176366,1.6512,0,1.29479,1.83532,0.0166635,-0.0243559,-0.0369146,-0.000332788,0.0125588,0.0167512,0.312831,-0.180118,0.232143,0.0110794,0.000473145,0.00221,-0.440001,2.12,-0.21,0.00699997,-0.053,-0.00800014,0,0,0,0,0,0,0,0,0,0
23:03:19:774196,-0.52229,-0.176488,1.65106,0,1.29486,1.83544,0.0159384,-0.0246774,-0.0369797,-0.000318591,0.0123022,0.0160223,0.312883,-0.180119,0.232157,0.0110292,0.000205379,0.00211377,0.469999,1.01,0.15,0.074,0.0140001,-0.00200009,0,0,0,0,0,0,0,0,0,0
23:03:19:779201,-0.522237,-0.176592,1.65098,0,1.29495,1.83553,0.0156183,-0.0231546,-0.0341933,-0.000311339,0.0110387,0.0157003,0.312919,-0.180118,0.232155,0.0104328,0.000418376,0.00183356,0.469999,1.01,0.15,0.074,0.0140001,-0.00200009,0,0,0,0,0,0,0,0,0,0
23:03:19:784189,-0.522185,-0.176697,1.65089,0,1.29502,1.83562,0.0153305,-0.0217839,-0.0316848,-0.000303926,0.00990089,0.0154105,0.312937,-0.180107,0.232142,0.00989612,0.00061006,0.00158135,1.26,1.33,0.05,0.033,0.0600001,0.00999999,0,0,0,0,0,0,0,0,0,0
23:03:19:789327,-0.522133,-0.176802,1.6508,0,1.29509,1.83572,0.0162558,-0.0203524,-0.0293536,-0.00032079,0.00900124,0.0163402,0.312959,-0.180097,0.232131,0.00957289,0.00117777,0.00140322,1.26,1.33,0.05,0.033,0.0600001,0.00999999,0,0,0,0,0,0,0,0,0,0
23:03:19:794443,-0.52208,-0.176907,1.65071,0,1.29512,1.83581,0.0170881,-0.0190643,-0.0272557,-0.000335656,0.00819146,0.0171765,0.31298,-0.180088,0.232119,0.00928201,0.00168868,0.00124289,0.16,1.97,-0.43,0.02,0.016,-0.00500011,0,0,0,0,0,0,0,0,0,0
23:03:19:799433,-0.522045,-0.177011,1.65059,0,1.29516,1.83589,0.016945,-0.019238,-0.0278276,-0.000331919,0.00858953,0.0170323,0.313008,-0.180082,0.232107,0.00933531,0.00160024,0.00134892,0.16,1.97,-0.43,0.02,0.016,-0.00500011,0,0,0,0,0,0,0,0,0,0
23:03:19:804555,-0.521993,-0.177099,1.65045,0,1.29519,1.83598,0.016816,-0.0193945,-0.0283425,-0.000329085,0.00894798,0.0169026,0.313044,-0.180088,0.232105,0.00938328,0.00152058,0.00144433,-0.940001,2.4,-0.49,0.00699997,-0.0289999,-0.0120001,0,0,0,0,0,0,0,0,0,0
23:03:19:809552,-0.521923,-0.177203,1.65028,0,1.29523,1.83607,0.0156609,-0.0207812,-0.0304431,-0.000306756,0.0096619,0.0157416,0.313086,-0.180091,0.232115,0.00963992,0.000898806,0.00156889,-0.940001,2.4,-0.49,0.00699997,-0.0289999,-0.0120001,0,0,0,0,0,0,0,0,0,0
23:03:19:814674,-0.521853,-0.177308,1.6501,0,1.29526,1.83617,0.0146203,-0.0220296,-0.032335,-0.000286907,0.0103055,0.0146958,0.313142,-0.180094,0.23213,0.00987087,0.000339188,0.00168103,-0.540001,1.85,-0.29,0.00399995,-0.0189999,0.000999928,0,0,0,0,0,0,0,0,0,0
23:03:19:819787,-0.521801,-0.177413,1.64991,0,1.29528,1.83626,0.0137869,-0.0222988,-0.0326448,-0.000271049,0.010346,0.0138582,0.313198,-0.180097,0.232144,0.00980577,3.50252e-05,0.00167562,-0.540001,1.85,-0.29,0.00399995,-0.0189999,0.000999928,0,0,0,0,0,0,0,0,0,0
23:03:19:824794,-0.521731,-0.177517,1.64972,0,1.29533,1.83633,0.0130369,-0.0225411,-0.032924,-0.000257246,0.010383,0.0131045,0.313259,-0.18011,0.232164,0.00974715,-0.000238748,0.00167083,-0.0200005,1.69,-0.24,0.012,-0.00699997,0.00199986,0,0,0,0,0,0,0,0,0,0
23:03:19:829908,-0.521661,-0.17764,1.64951,0,1.29537,1.83638,0.0128823,-0.0222311,-0.0324396,-0.000254659,0.0102085,0.0129493,0.313316,-0.180114,0.232183,0.00961532,-0.000225247,0.00163777,-0.0200005,1.69,-0.24,0.012,-0.00699997,0.00199986,0,0,0,0,0,0,0,0,0,0
23:03:19:834921,-0.521574,-0.177762,1.64934,0,1.29542,1.83644,0.0127428,-0.0219521,-0.0320043,-0.000252593,0.0100522,0.0128092,0.313382,-0.180122,0.232202,0.00949667,-0.000213078,0.00160805,0.0499992,1.56,-0.14,0.031,-0.013,-0.00600004,0,0,0,0,0,0,0,0,0,0
23:03:19:840071,-0.521487,-0.177867,1.64916,0,1.29545,1.83649,0.0126114,-0.0215365,-0.0312396,-0.000249989,0.00970317,0.0126771,0.313437,-0.180118,0.232209,0.00932578,-0.000167461,0.00152991,0.0499992,1.56,-0.14,0.031,-0.013,-0.00600004,0,0,0,0,0,0,0,0,0,0
23:03:19:845064,-0.5214,-0.177971,1.64902,0,1.29549,1.83656,0.0124931,-0.0211626,-0.0305515,-0.000248092,0.00938887,0.0125582,0.313496,-0.180116,0.232224,0.00917199,-0.000126377,0.00145961,-0.200001,1.66,-0.26,0.025,-0.033,-0.0140002,0,0,0,0,0,0,0,0,0,0
23:03:19:850068,-0.521312,-0.178058,1.6489,0,1.29552,1.83661,0.0121521,-0.02107,-0.0304377,-0.000241321,0.00936764,0.0122155,0.313546,-0.180107,0.232228,0.00908233,-0.000213895,0.00145834,-0.200001,1.66,-0.26,0.025,-0.033,-0.0140002,0,0,0,0,0,0,0,0,0,0
23:03:19:855185,-0.521225,-0.178146,1.64878,0,1.29554,1.83668,0.0118453,-0.0209868,-0.0303351,-0.000235222,0.00934834,0.011907,0.31359,-0.180096,0.232232,0.00900165,-0.000292633,0.0014572,-0.610001,2.51,-0.37,0.025,-0.023,-0.0320001,0,0,0,0,0,0,0,0,0,0
23:03:19:860319,-0.521155,-0.178233,1.64862,0,1.29559,1.83671,0.0116614,-0.0221673,-0.0319793,-0.000231782,0.00981201,0.0117223,0.313637,-0.180087,0.232237,0.0093527,-0.000568641,0.00152018,-0.610001,2.51,-0.37,0.025,-0.023,-0.0320001,0,0,0,0,0,0,0,0,0,0
23:03:19:865312,-0.521103,-0.178303,1.64845,0,1.29563,1.83677,0.011496,-0.0232298,-0.0334595,-0.0002287,0.0102297,0.011556,0.313684,-0.180085,0.232253,0.00966865,-0.000817003,0.00157688,-1.07,2.59,-0.43,0.013,0.00999999,-0.0330002,0,0,0,0,0,0,0,0,0,0
