Time,Q1,Q2,Q3,Q4,Q5,Q6,Qdot1,Qdot2,Qdot3,Qdot4,Qdot5,Qdot6,x,y,z,xdot,ydot,zdot,FT1,FT2,FT3,FT4,FT5,FT6,handle_pos1,handle_pos2,mag11, mag12, mag21,mag22,f1,f2, dxl_pos1, dxl_pos2
22:30:01:771058,-0.515378,-0.159174,1.66761,0,1.29931,1.84144,-0.0118289,0.0323255,0.0284844,0.000190937,0.00384103,-0.0118787,0.308255,-0.174609,0.233394,-0.0115055,0.00175165,0.00292664,-0.189999,-4.06,-0.759999,0.041,0.0589999,0.0280001,0.0013,0.0007,0,0,0,0,0,0,0,0
22:30:01:776180,-0.515396,-0.159157,1.66768,0,1.29931,1.84141,-0.0146203,0.0364075,0.0331285,0.0002352,0.00327908,-0.0146816,0.308241,-0.1746,0.233378,-0.0132528,0.00161693,0.00298727,2.17,-5.36,-0.29,0.078,0.073,0.03,0.0013,0.0007,0,0,0,0,0,0,0,0
22:30:01:781200,-0.515431,-0.159139,1.66777,0,1.29931,1.84136,-0.0153259,0.0433742,0.0420753,0.000245717,0.00129901,-0.01539,0.308218,-0.174595,0.233363,-0.0156025,0.00266408,0.00278924,2.17,-5.36,-0.29,0.078,0.073,0.03,0.0013,0.0007,0,0,0,0,0,0,0,0
22:30:01:786301,-0.515448,-0.159139,1.66789,0,1.29933,1.8413,-0.0160153,0.0501772,0.0507595,0.000255608,-0.000582283,-0.0160819,0.308188,-0.174591,0.233344,-0.0178935,0.003685,0.00261122,2.54,-3.5,-0.4,-0.011,0.0419999,0.0569999,0.0013,0.0007,0,0,0,0,0,0,0,0
22:30:01:791439,-0.515483,-0.159104,1.66806,0,1.29933,1.8412,-0.0149212,0.0548758,0.0566595,0.00023598,-0.00178375,-0.0149828,0.308147,-0.174576,0.233307,-0.0191978,0.00486523,0.00251734,2.54,-3.5,-0.4,-0.011,0.0419999,0.0569999,0.0013,0.0007,0,0,0,0,0,0,0,0
22:30:01:796438,-0.5155,-0.159052,1.66831,0,1.29933,1.84111,-0.0138567,0.0594618,0.0623907,0.000217146,-0.00292887,-0.0139133,0.308092,-0.174559,0.233267,-0.0204697,0.00601583,0.00243315,0.570001,-2.64,-0.46,-0.037,0.0109999,0.0569999,0.0013,0.0007,0,0,0,0,0,0,0,0
22:30:01:801432,-0.515535,-0.158965,1.66862,0,1.29933,1.84101,-0.0146603,0.0615842,0.0650188,0.000226815,-0.00343452,-0.0147195,0.30802,-0.174525,0.233213,-0.0212807,0.0061526,0.0024006,0.570001,-2.64,-0.46,-0.037,0.0109999,0.0569999,0.0013,0.0007,0,0,0,0,0,0,0,0
22:30:01:806538,-0.515553,-0.158842,1.66901,0,1.29933,1.84092,-0.0154461,0.063655,0.0675707,0.000235326,-0.00391567,-0.0155075,0.307925,-0.174485,0.23315,-0.0220714,0.00628584,0.00237159,-0.769999,-4.28,-0.17,0.00299996,-0.036,0.0369999,0.0013,0.0007,0,0,0,0,0,0,0,0
22:30:01:811691,-0.51557,-0.158685,1.66939,0,1.29931,1.84083,-0.01903,0.0666245,0.0716862,0.000284769,-0.00506176,-0.0191044,0.307813,-0.174429,0.233078,-0.0236606,0.00574481,0.00219531,-0.269999,-4.27,-0.12,0.079,-0.067,0.0339999,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:816661,-0.515605,-0.158511,1.66977,0,1.29931,1.84073,-0.0218985,0.0698387,0.0761183,0.000322932,-0.00627958,-0.0219829,0.307704,-0.174374,0.23302,-0.0252047,0.00546697,0.00201033,-0.269999,-4.27,-0.12,0.079,-0.067,0.0339999,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:821698,-0.51564,-0.158284,1.67018,0,1.29931,1.84061,-0.0246989,0.0729821,0.0803998,0.000358863,-0.0074177,-0.0247927,0.307587,-0.174322,0.232967,-0.0267102,0.00519593,0.00184422,0.690001,-2.61,-0.65,-0.000999987,-0.031,0.059,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:826822,-0.515692,-0.15804,1.67059,0,1.29931,1.84047,-0.0250707,0.0749174,0.0822626,0.000359719,-0.00734525,-0.0251648,0.307465,-0.174267,0.232927,-0.0273512,0.00541325,0.00196672,0.690001,-2.61,-0.65,-0.000999987,-0.031,0.059,0.0013,0.0007,0.00623071,0.00363071,0.00571208,0.00431208,-5.25834,-2.77722,353,358
22:30:01:831957,-0.51578,-0.15776,1.6711,0,1.29931,1.84031,-0.025436,0.0767973,0.0840979,0.000360351,-0.00730059,-0.0255303,0.307334,-0.174214,0.232889,-0.0279762,0.005625,0.0020772,-0.0999985,-1.37,-0.759999,-0.149,0.0259999,0.075,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:836937,-0.515867,-0.157446,1.67155,0,1.29929,1.84017,-0.0259049,0.0766345,0.0833219,0.000360897,-0.00668749,-0.0259993,0.307172,-0.174158,0.232836,-0.0279662,0.00543679,0.00224178,-0.0999985,-1.37,-0.759999,-0.149,0.0259999,0.075,0.0013,0.0007,0.00623071,0.00363071,0.00571208,0.00431208,-5.25834,-2.77722,353,358
22:30:01:842063,-0.515989,-0.157115,1.67201,0,1.29926,1.84007,-0.0263631,0.0764675,0.0825934,0.00036393,-0.00612591,-0.0264584,0.307027,-0.174111,0.232812,-0.0279564,0.00525324,0.00238998,0.33,-2.24,-0.13,-0.066,-0.0100001,0.0510001,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:847073,-0.516094,-0.156765,1.67244,0,1.29924,1.83996,-0.0268927,0.0773934,0.0842991,0.000368804,-0.00690571,-0.0269893,0.30688,-0.174077,0.232794,-0.0283782,0.00528713,0.00220203,0.33,-2.24,-0.13,-0.066,-0.0100001,0.0510001,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:852195,-0.516216,-0.156451,1.6729,0,1.29921,1.83984,-0.0274091,0.0783072,0.0859241,0.000373918,-0.00761693,-0.0275071,0.306736,-0.174038,0.232787,-0.0287894,0.00532017,0.00203295,2.32,-3.46,0.200001,0.064,-0.0600001,0.026,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:857178,-0.516338,-0.15612,1.67333,0,1.29919,1.8397,-0.0262999,0.081906,0.0912803,0.000355929,-0.00937438,-0.0263932,0.306589,-0.174004,0.232763,-0.0297985,0.00634619,0.00170258,2.32,-3.46,0.200001,0.064,-0.0600001,0.026,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:862315,-0.516478,-0.155771,1.67375,0,1.29917,1.83958,-0.0252194,0.0854337,0.0964354,0.000339007,-0.0110017,-0.0253082,0.306443,-0.173971,0.23275,-0.0307825,0.00734654,0.00140543,2.35,-3.21,-0.32,0.099,0.005,0.0339999,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:867320,-0.516635,-0.155387,1.67419,0,1.29914,1.83944,-0.0239541,0.0888102,0.100419,0.000320704,-0.0116092,-0.0240381,0.306298,-0.173945,0.232748,-0.0316197,0.00833859,0.00139939,2.35,-3.21,-0.32,0.099,0.005,0.0339999,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:872436,-0.516775,-0.15495,1.67468,0,1.2991,1.83932,-0.0227233,0.0921033,0.104296,0.000303817,-0.0121927,-0.0228029,0.306148,-0.173923,0.232753,-0.032436,0.00930587,0.00139399,0.98,-2.18,-0.83,-0.00800002,0.0109999,0.0539999,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:877440,-0.516879,-0.154531,1.67524,0,1.29907,1.83921,-0.0225008,0.0933366,0.104826,0.000300449,-0.011489,-0.0225796,0.305986,-0.173888,0.232761,-0.0327197,0.0095657,0.00165425,0.98,-2.18,-0.83,-0.00800002,0.0109999,0.0539999,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:882529,-0.517001,-0.154095,1.67576,0,1.29901,1.83912,-0.0222812,0.0945247,0.10539,0.000295089,-0.0108657,-0.0223586,0.30581,-0.17383,0.232742,-0.0329963,0.00981901,0.00188861,0.77,-2.85,-0.839999,-0.022,-0.046,0.063,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:887678,-0.517106,-0.153659,1.6763,0,1.29896,1.83905,-0.0228063,0.096337,0.106763,0.000301218,-0.0104256,-0.0228853,0.305644,-0.173785,0.23274,-0.033601,0.00996102,0.00210154,0.77,-2.85,-0.839999,-0.022,-0.046,0.063,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:892656,-0.517211,-0.153188,1.67686,0,1.29891,1.83895,-0.0233181,0.0980925,0.108138,0.000306711,-0.0100453,-0.0233986,0.305477,-0.173733,0.232732,-0.0341905,0.0100995,0.00229324,0.900001,-3.03,-0.63,0.039,-0.067,0.0580001,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:897670,-0.517316,-0.152716,1.67742,0,1.29887,1.83883,-0.0237844,0.100019,0.110135,0.000312008,-0.0101158,-0.0238663,0.305304,-0.173677,0.232732,-0.0348541,0.0102989,0.00235944,0.900001,-3.03,-0.63,0.039,-0.067,0.0580001,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:902814,-0.517438,-0.152263,1.67798,0,1.29884,1.83874,-0.0242408,0.101893,0.11209,0.000316667,-0.0101969,-0.0243239,0.305127,-0.173618,0.232731,-0.0355011,0.0104932,0.0024191,0.610001,-2.72,-0.54,0.06,0.0139999,0.053,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:907829,-0.517577,-0.151809,1.67857,0,1.29882,1.83863,-0.0248302,0.103111,0.113435,0.000322575,-0.0103235,-0.0249149,0.304948,-0.173566,0.232724,-0.0359764,0.0105375,0.00243049,0.610001,-2.72,-0.54,0.06,0.0139999,0.053,0.0013,0.0007,0.00623071,0.00363071,0.00571208,0.00431208,-5.25834,-2.77722,353,358
22:30:01:912949,-0.5177,-0.151303,1.6792,0,1.29879,1.83853,-0.0254083,0.104297,0.114744,0.000326864,-0.0104467,-0.0254942,0.304752,-0.173511,0.232707,-0.0364398,0.0105807,0.00244091,-0.65,-1.97,-0.4,-0.032,0.0289999,0.052,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:917947,-0.517839,-0.150744,1.67976,0,1.29873,1.83841,-0.027014,0.103635,0.11408,0.000345072,-0.0104451,-0.0271047,0.304552,-0.173446,0.232697,-0.0365159,0.0099924,0.00238825,-0.65,-1.97,-0.4,-0.032,0.0289999,0.052,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:923078,-0.517979,-0.150186,1.68033,0,1.29868,1.83827,-0.0285844,0.102993,0.113417,0.000366705,-0.0104236,-0.0286808,0.304371,-0.173399,0.232727,-0.0365902,0.00941884,0.00234082,-0.4,-3.08,-0.309999,-0.024,-0.024,0.0439999,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:928190,-0.518118,-0.14961,1.68094,0,1.29866,1.83811,-0.0305967,0.103841,0.114668,0.000393631,-0.0108271,-0.0307002,0.304185,-0.173349,0.232751,-0.037217,0.00898435,0.00224637,-0.4,-3.08,-0.309999,-0.024,-0.024,0.0439999,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:933171,-0.518275,-0.149051,1.68154,0,1.29863,1.83794,-0.0325626,0.104673,0.115865,0.00041834,-0.0111926,-0.0326725,0.303982,-0.17329,0.232771,-0.0378282,0.0085607,0.00216139,0.790001,-3.38,-0.52,-0.00800002,-0.049,0.049,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:938296,-0.518433,-0.148493,1.68213,0,1.29859,1.83774,-0.0332077,0.106745,0.118156,0.000426618,-0.0114105,-0.0333198,0.303784,-0.17324,0.232789,-0.0385752,0.00874324,0.00218465,0.790001,-3.38,-0.52,-0.00800002,-0.049,0.049,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:943306,-0.518607,-0.147934,1.68276,0,1.29854,1.83753,-0.0338391,0.108764,0.120389,0.000434729,-0.0116243,-0.0339533,0.303587,-0.173191,0.232808,-0.0393035,0.00892116,0.00220558,0.98,-2.43,-0.66,0.013,-0.044,0.0539999,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:948414,-0.518782,-0.147358,1.68335,0,1.29849,1.83733,-0.0335412,0.109773,0.121186,0.000430293,-0.011413,-0.0336544,0.30338,-0.173143,0.232816,-0.0395394,0.00919004,0.00229895,0.98,-2.43,-0.66,0.013,-0.044,0.0539999,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:953412,-0.518939,-0.146747,1.68393,0,1.29846,1.83712,-0.0332522,0.110753,0.121978,0.000427799,-0.0112247,-0.0333647,0.303183,-0.173101,0.232841,-0.0397694,0.00945216,0.00238295,0.540001,-2.05,-0.86,0.018,-0.0250001,0.049,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:958529,-0.519096,-0.146119,1.68454,0,1.2984,1.83694,-0.03325,0.111023,0.121609,0.000430188,-0.0105851,-0.0333631,0.302989,-0.173053,0.232883,-0.0398048,0.00948834,0.00256186,0.540001,-2.05,-0.86,0.018,-0.0250001,0.049,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:963582,-0.519218,-0.145526,1.68517,0,1.29839,1.8368,-0.0332497,0.111277,0.121278,0.000432609,-0.0100009,-0.0333635,0.302789,-0.173002,0.23292,-0.0398393,0.0095236,0.00272281,-0.519999,-1.97,-1.05,0.03,-0.016,0.059,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:968664,-0.519323,-0.14495,1.68581,0,1.29832,1.8367,-0.0345198,0.110765,0.119774,0.000448511,-0.00900883,-0.0346377,0.302583,-0.172933,0.23294,-0.0398339,0.00902857,0.0029664,-0.519999,-1.97,-1.05,0.03,-0.016,0.059,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:973809,-0.519462,-0.144391,1.68648,0,1.29826,1.83658,-0.035758,0.110252,0.118354,0.000464609,-0.00810219,-0.0358803,0.302387,-0.172863,0.232949,-0.0398287,0.00854592,0.00318563,-1.97,-0.93,-1.15,0.066,-0.0370001,0.049,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:978809,-0.519602,-0.143798,1.68712,0,1.29823,1.83642,-0.0380463,0.107529,0.11422,0.000492284,-0.00669135,-0.0381759,0.302177,-0.172799,0.232946,-0.039304,0.00735076,0.00344309,-1.97,-0.93,-1.15,0.066,-0.0370001,0.049,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:983807,-0.519777,-0.143187,1.68772,0,1.29819,1.83628,-0.040281,0.10486,0.110236,0.000520463,-0.00537604,-0.040418,0.301967,-0.172735,0.23296,-0.0387925,0.00618546,0.0036748,-2.58,-1.57,-1.34,0.072,-0.031,0.0180001,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:988933,-0.519969,-0.142576,1.68829,0,1.29818,1.8361,-0.0436955,0.102666,0.106571,0.000566962,-0.00390449,-0.0438447,0.301765,-0.17269,0.232996,-0.0386148,0.00474487,0.00397677,-2.58,-1.57,-1.34,0.072,-0.031,0.0180001,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:993944,-0.520195,-0.142,1.6889,0,1.29816,1.83591,-0.0470307,0.100508,0.103053,0.000612801,-0.00254462,-0.047192,0.301562,-0.17265,0.233037,-0.0384415,0.00334033,0.00424853,-2.16,-1.79,-1.34,0.017,-0.018,0.00500011,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:01:999064,-0.520422,-0.141459,1.68946,0,1.29816,1.8357,-0.0499186,0.0989397,0.100331,0.000649522,-0.00139164,-0.0500896,0.301344,-0.172616,0.233055,-0.0383827,0.00218091,0.00449062,-2.16,-1.79,-1.34,0.017,-0.018,0.00500011,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:02:4048,-0.520684,-0.140953,1.69,0,1.29814,1.83544,-0.0527361,0.097395,0.097726,0.00068522,-0.000330893,-0.0529165,0.301137,-0.172588,0.233077,-0.0383253,0.00105048,0.00470851,-1.25,-1.55,-1.37,-0.019,-0.059,0.029,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:02:9168,-0.520946,-0.140464,1.69053,0,1.29814,1.83516,-0.0541671,0.0962237,0.0955902,0.000702845,0.000633564,-0.0543521,0.300934,-0.172577,0.233091,-0.0381495,0.000403412,0.00491809,-1.25,-1.55,-1.37,-0.019,-0.059,0.029,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:02:14173,-0.521208,-0.139975,1.69101,0,1.29814,1.83485,-0.0555634,0.0950688,0.0935478,0.000718954,0.00152099,-0.0557527,0.300732,-0.172565,0.233105,-0.0379781,-0.000227506,0.00510673,0.0799999,-2.71,-1.3,0.028,-0.08,0.066,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:02:19303,-0.521469,-0.139487,1.69143,0,1.29814,1.8345,-0.0560887,0.0962159,0.0944084,0.00072576,0.00180753,-0.0562798,0.30054,-0.17256,0.233129,-0.0383906,-0.000178021,0.00523112,0.0799999,-2.71,-1.3,0.028,-0.08,0.066,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:02:24411,-0.521749,-0.138981,1.69187,0,1.29814,1.83413,-0.0566027,0.097327,0.0952681,0.000736496,0.00205889,-0.0567966,0.300367,-0.172565,0.233173,-0.0387928,-0.000129867,0.00534298,-0.189999,-2.75,-1.04,0.083,-0.051,0.062,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:02:29423,-0.522063,-0.138509,1.69232,0,1.29814,1.83382,-0.0574792,0.0981636,0.096282,0.000752084,0.00188157,-0.0576771,0.300186,-0.172573,0.233219,-0.0392036,-0.000218831,0.00531422,-0.189999,-2.75,-1.04,0.083,-0.051,0.062,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:02:34528,-0.522377,-0.138056,1.69281,0,1.29814,1.83352,-0.0583385,0.0989781,0.0972636,0.000764378,0.00171457,-0.0585398,0.299995,-0.172588,0.233247,-0.0396041,-0.000305565,0.00528832,-0.529999,-2.19,-0.94,0.087,-0.0660001,0.0480001,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:02:39526,-0.522709,-0.137584,1.69325,0,1.29814,1.83326,-0.0592008,0.0988263,0.0972687,0.00077353,0.00155765,-0.0594044,0.299795,-0.172599,0.233258,-0.0397139,-0.000560332,0.00521918,-0.529999,-2.19,-0.94,0.087,-0.0660001,0.0480001,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:02:44647,-0.522988,-0.137131,1.6937,0,1.29814,1.83303,-0.0600454,0.0986807,0.0972558,0.000786735,0.00142486,-0.0602526,0.299606,-0.172622,0.233291,-0.0398211,-0.000808643,0.00515692,0.72,-1.88,-0.599999,0.083,-0.082,0.0580001,0.0013,0.0007,0.00623071,0.00363071,0.00571208,0.00431208,-5.25834,-2.77722,353,358
22:30:02:49645,-0.523267,-0.136642,1.69419,0,1.29814,1.83277,-0.0590589,0.098906,0.0982395,0.000773813,0.000666481,-0.0592626,0.299421,-0.172627,0.233313,-0.0397689,-0.000426739,0.00492866,0.72,-1.88,-0.599999,0.083,-0.082,0.0580001,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:02:54823,-0.523512,-0.136188,1.6947,0,1.29814,1.83246,-0.0580998,0.0991391,0.0991504,0.000761242,-1.13311e-05,-0.0583001,0.299226,-0.172626,0.233336,-0.0397179,-5.43663e-05,0.00472323,1.95,-2.84,-0.599999,0.096,-0.0990001,0.0480001,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:02:59934,-0.523773,-0.135664,1.69519,0,1.29814,1.83209,-0.056306,0.101385,0.102363,0.000734682,-0.000978366,-0.0564994,0.299033,-0.172612,0.233342,-0.0401483,0.000923488,0.0045293,1.95,-2.84,-0.599999,0.096,-0.0990001,0.0480001,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:02:64936,-0.524087,-0.135123,1.69564,0,1.29814,1.83171,-0.0545631,0.103586,0.105448,0.00071392,-0.00186184,-0.054751,0.29884,-0.172605,0.233378,-0.0405681,0.00187675,0.00435471,2.16,-3.34,-1.22,0.093,-0.0810001,0.062,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:02:70045,-0.524437,-0.134617,1.69616,0,1.29814,1.83132,-0.0529712,0.106728,0.108519,0.000697888,-0.0017919,-0.0531549,0.298648,-0.172619,0.233429,-0.0412309,0.00291296,0.00450398,2.16,-3.34,-1.22,0.093,-0.0810001,0.062,0.0013,0.0007,0.00621444,0.00361444,0.00571208,0.00431208,-5.27275,-2.77722,352,358
22:30:02:75059,-0.524768,-0.134129,1.6967,0,1.29814,1.83103,-0.0514246,0.109781,0.11154,0.000676589,-0.00175895,-0.0516027,0.298431,-0.172633,0.233448,-0.0418771,0.00392319,0.00463837,1.72,-2.71,-1.37,0.036,-0.0730001,0.0780001,0.0013,0.0007,0.00623071,0.00363071,0.00571208,0.00431208,-5.25834,-2.77722,353,358
22:30:02:80043,-0.525082,-0.133622,1.69725,0,1.29814,1.8308,-0.050011,0.111748,0.113075,0.000655272,-0.00132683,-0.0501835,0.298212,-0.172638,0.233455,-0.0421929,0.00468884,0.00483924,1.72,-2.71,-1.37,0.036,-0.0730001,0.0780001,0.0013,0.0007,0.00623071,0.00363071,0.00571208,0.00431208,-5.25834,-2.77722,353,358
22:30:02:85163,-0.525362,-0.133099,1.6978,0,1.29814,1.83064,-0.0486323,0.113657,0.114606,0.000635439,-0.000948691,-0.0487996,0.297997,-0.172638,0.233468,-0.0425007,0.00543545,0.00502008,1.76,-3.2,-1.33,0.057,-0.082,0.063,0.0013,0.0007,0.00623071,0.00363071,0.00571208,0.00431208,-5.25834,-2.77722,353,358
