639,1200
1494,1868
2113,2512
2782,3468
3687,4061
4282,4759
5324,5931
6197,6825
7142,7788
8075,8578
8857,9346
9590,10366
10874,11775
12004,12415
12637,13039
13273,13704
13977,14690
14921,15430
