755,1430
1743,2277
2631,3144
3454,4094
4368,4736
4973,5293
5542,5829
6093,6441
6906,8150
8504,8983
9302,9844
10124,10848
11114,11407
11621,12028
12270,12627
12870,13225
13559,14959
14463,14959
15251,15754
16063,16548
16807,17349
17597,17903
18102,18515
18104,18515
18734,19061
19292,19691
