593,1166
1480,2055
2314,2781
3077,3669
3893,4425
4653,5197
5528,6672
6229,6672
6907,7386
7611,8116
8405,8957
9175,9612
9856,10302
11246,11780
12027,12458
12694,13256
13511,13933
14174,14750
15047,15504
