2029,2905
3386,4194
4660,6691
5903,6691
6952,7450
7762,8318
8682,9384
10577,11392
11779,12504
12946,13824
14169,15052
15949,16495
16804,17306
17603,18054
18486,19579
19959,20613
20977,21611
