1898,2616
3049,3505
3813,4419
4780,5255
5523,6009
6250,6664
6959,7601
8122,9387
9689,10239
10577,10978
11301,11852
12727,13145
13411,14030
14280,14754
15183,16256
15735,16256
16497,17173
17491,17934
18234,18793
19673,20113
20863,21243
