462,1188
1636,2337
2904,3468
3841,4719
5028,5700
6022,6841
7164,7662
7976,8487
9007,9445
9806,10503
11045,11624
12163,12760
13066,13716
13999,14457
14692,15194
15465,15820
16090,16469
16965,17999
17515,17999
18286,18879
19281,19778
20146,20768
21021,21473
21755,22099
21761,22099
22364,23085
23385,23792
