544,1235
1584,2111
2536,3028
3420,4025
4941,5335
5582,6003
6232,6658
7268,8284
8595,9108
9391,10173
10569,11112
10577,11112
11852,12293
13126,13536
14165,15842
16212,16651
16995,17549
17004,17549
17978,18556
18783,19218
19405,19724
19926,20284
20509,20925
