Time,Q1,Q2,Q3,Q4,Q5,Q6,Qdot1,Qdot2,Qdot3,Qdot4,Qdot5,Qdot6,x,y,z,xdot,ydot,zdot,FT1,FT2,FT3,FT4,FT5,FT6,handle_pos1,handle_pos2,mag11, mag12, mag21,mag22,f1,f2, dxl_pos1, dxl_pos2
22:31:47:263145,-0.380028,-0.237819,1.53261,-0.000977384,1.35933,1.96482,0.0176485,-0.0117371,-0.0161336,-0.000215821,0.00441334,0.0176884,0.356731,-0.142756,0.244743,0.00645118,0.00467034,0.000347174,1.25,1.96,-0.65,-0.13,-0.117,0.0239999,0.0101,0.0075,0.0345095,0.0143095,0.0318769,0.0168769,-2.38251,-1.47228,1550,1548
22:31:47:268180,-0.379993,-0.237993,1.53261,-0.000977384,1.35935,1.96487,0.0197011,-0.0131295,-0.0189066,-0.000237215,0.0057959,0.019744,0.356738,-0.142744,0.244682,0.00725912,0.00519159,0.00064442,1.25,1.96,-0.65,-0.13,-0.117,0.0239999,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:273159,-0.379923,-0.23815,1.53261,-0.000977384,1.35935,1.96494,0.0217014,-0.0144998,-0.0215524,-0.000256899,0.00707337,0.0217471,0.356746,-0.142733,0.244615,0.00804694,0.00569976,0.000911815,-0.23,1.43,-0.0899992,-0.00800002,-0.039,0.00499988,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:278276,-0.379853,-0.238325,1.53261,-0.000977384,1.35935,1.96503,0.021592,-0.0161202,-0.0234952,-0.000252063,0.0073957,0.0216365,0.356761,-0.14271,0.244555,0.00856154,0.00545077,0.000873565,-0.23,1.43,-0.0899992,-0.00800002,-0.039,0.00499988,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:283402,-0.379784,-0.238482,1.53259,-0.000977384,1.35937,1.96514,0.0214848,-0.0176984,-0.0253976,-0.000246899,0.00771973,0.0215279,0.356778,-0.142688,0.244488,0.00906328,0.00520798,0.000839017,1.07,-1.35,0.580001,0.113,0.084,0.0119998,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:288528,-0.379714,-0.238639,1.53259,-0.000977384,1.3594,1.96526,0.0215648,-0.0151519,-0.0208675,-0.000244778,0.00573629,0.0216094,0.356794,-0.142666,0.244432,0.00815855,0.00560352,0.000455672,1.07,-1.35,0.580001,0.113,0.084,0.0119998,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:293525,-0.379644,-0.238778,1.53257,-0.000977384,1.35944,1.96535,0.0216433,-0.0126529,-0.0165259,-0.000241808,0.00389377,0.021689,0.356802,-0.14264,0.244372,0.00727642,0.00598923,0.00011082,3.38,-1.87,0.290001,0.012,0.066,0.036,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:298641,-0.379574,-0.238918,1.53256,-0.000977384,1.35947,1.96545,0.0242587,-0.00821279,-0.0102776,-0.000267601,0.00208808,0.0243114,0.356814,-0.142616,0.244323,0.00614178,0.00751797,-6.27045e-05,3.38,-1.87,0.290001,0.012,0.066,0.036,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:303643,-0.379487,-0.23904,1.53256,-0.000977384,1.35951,1.96554,0.0268089,-0.00387695,-0.00421984,-0.000291838,0.000368566,0.0268682,0.356827,-0.142592,0.244275,0.00503554,0.00900854,-0.000218639,2.77,-0.0200005,-0.429999,-0.06,-0.00800002,0.0579998,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:308760,-0.3794,-0.239162,1.53256,-0.000977384,1.35951,1.96564,0.029481,-0.00214389,-0.00277635,-0.000316135,0.000660709,0.0295451,0.356836,-0.142559,0.244228,0.00488192,0.0101691,1.13612e-05,2.77,-0.0200005,-0.429999,-0.06,-0.00800002,0.0579998,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:313762,-0.379278,-0.239267,1.53256,-0.000977384,1.35951,1.96578,0.0320862,-0.000464581,-0.00132433,-0.000340022,0.000890467,0.0321549,0.356853,-0.14253,0.244181,0.00473219,0.0113007,0.000218428,1.55,0.389999,-0.44,-0.022,0,0.039,0.0101,0.0075,0.0345095,0.0143095,0.0318769,0.0168769,-2.38251,-1.47228,1550,1548
22:31:47:318923,-0.37912,-0.239372,1.53256,-0.000977384,1.35951,1.96592,0.0333535,-1.39944e-05,-0.00140528,-0.000349773,0.00142324,0.0334237,0.356874,-0.142488,0.244141,0.00479808,0.0117964,0.00041464,1.55,0.389999,-0.44,-0.022,0,0.039,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:323879,-0.378963,-0.239424,1.53256,-0.000977384,1.35951,1.96608,0.0345889,0.000415299,-0.00144778,-0.000358938,0.0018962,0.0346606,0.3569,-0.142433,0.244101,0.00486232,0.0122796,0.000591244,2.67,-2.01,0.42,0.05,0.0189999,0.0219998,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:329001,-0.378771,-0.239459,1.53256,-0.000977384,1.35951,1.96627,0.0359542,0.00426592,0.00442412,-0.000371627,-0.000123746,0.0360304,0.356924,-0.142378,0.24408,0.00372264,0.0132952,0.000306791,2.67,-2.01,0.42,0.05,0.0189999,0.0219998,0.0101,0.0075,0.0344932,0.0142932,0.0318769,0.0168769,-2.38904,-1.47228,1549,1548
22:31:47:334138,-0.378614,-0.239477,1.53256,-0.000977384,1.35951,1.96646,0.0372871,0.00803041,0.0100909,-0.00038447,-0.0020248,0.0373678,0.356953,-0.14231,0.244067,0.00261144,0.0142853,5.08343e-05,3.97,-3.11,0.85,0.028,-0.00600004,0.0309999,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:339162,-0.378457,-0.239477,1.53256,-0.000977384,1.35951,1.96672,0.0396146,0.0136962,0.0188476,-0.000408378,-0.00511351,0.0397031,0.356976,-0.142254,0.24406,0.000972714,0.0158934,-0.000402462,3.97,-3.11,0.85,0.028,-0.00600004,0.0309999,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:344280,-0.3783,-0.239477,1.53257,-0.000977384,1.35951,1.967,0.0418867,0.0192384,0.0272946,-0.000432351,-0.00801608,0.0419829,0.356998,-0.142198,0.24406,-0.00062484,0.0174615,-0.000810426,2.76,-1.25,0.740001,-0.04,-0.016,0.0319998,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:349279,-0.378143,-0.239477,1.53257,-0.000977384,1.35951,1.96734,0.0435635,0.0216438,0.0313755,-0.000449164,-0.00968993,0.0436648,0.357016,-0.14214,0.244055,-0.00124611,0.0183962,-0.00111142,2.76,-1.25,0.740001,-0.04,-0.016,0.0319998,0.0101,0.0075,0.0344932,0.0142932,0.0318769,0.0168769,-2.38904,-1.47228,1549,1548
22:31:47:354295,-0.377951,-0.239477,1.53259,-0.000977384,1.35951,1.9676,0.0451996,0.0240009,0.0352938,-0.000466283,-0.0112496,0.0453059,0.357038,-0.142084,0.244055,-0.00185161,0.0193077,-0.00138231,1.3,-0.34,0.81,-0.056,-0.0150001,0.0219998,0.0101,0.0075,0.0344932,0.0142932,0.0318769,0.0168769,-2.38904,-1.47228,1549,1548
22:31:47:359399,-0.377759,-0.239442,1.53264,-0.000977384,1.35947,1.96781,0.0454795,0.0243364,0.0366304,-0.000468551,-0.0122505,0.0455872,0.35706,-0.142014,0.24405,-0.00197871,0.0194712,-0.00165362,1.3,-0.34,0.81,-0.056,-0.0150001,0.0219998,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:364409,-0.37755,-0.239424,1.5327,-0.000977384,1.35944,1.968,0.045754,0.0246747,0.0378788,-0.000472375,-0.0131603,0.0458634,0.357079,-0.141942,0.244047,-0.00210262,0.0196307,-0.0018978,0.929999,-1.11,0.830001,-0.037,-0.041,0.0139999,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:369516,-0.37734,-0.239389,1.53278,-0.000977384,1.3594,1.96817,0.0451916,0.025808,0.040104,-0.000466832,-0.0142527,0.0453009,0.357102,-0.141864,0.244039,-0.00260631,0.019597,-0.00213013,0.929999,-1.11,0.830001,-0.037,-0.041,0.0139999,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:374639,-0.377096,-0.239354,1.53289,-0.000977384,1.35933,1.96835,0.0446447,0.0269227,0.042227,-0.000460647,-0.0152615,0.0447537,0.357113,-0.141782,0.244026,-0.00309743,0.0195641,-0.00233922,1.83,-0.82,0.280001,-0.00800002,-0.0200001,0.0239999,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:379875,-0.376834,-0.239302,1.53304,-0.000977384,1.35926,1.96857,0.0453483,0.0282821,0.0436752,-0.000467871,-0.0153497,0.0454589,0.357133,-0.141689,0.244008,-0.0034387,0.0199848,-0.00225322,1.83,-0.82,0.280001,-0.00800002,-0.0200001,0.0239999,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:384772,-0.376607,-0.23925,1.53322,-0.000977384,1.35921,1.96878,0.0460366,0.0296018,0.0451009,-0.000473326,-0.0154549,0.0461485,0.35714,-0.141583,0.243981,-0.00377147,0.0203949,-0.0021758,1.33,0.75,-0.639999,-0.027,0.0109999,0.0149999,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:389751,-0.376398,-0.239197,1.53343,-0.000977384,1.35916,1.96901,0.0468799,0.0288665,0.0423604,-0.000478167,-0.013449,0.0469909,0.357133,-0.141487,0.243948,-0.00331236,0.0205556,-0.00163801,1.33,0.75,-0.639999,-0.027,0.0109999,0.0149999,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:394756,-0.376206,-0.239128,1.53364,-0.000977384,1.35909,1.96922,0.0477018,0.0281266,0.0397941,-0.000481011,-0.0116218,0.0478116,0.357114,-0.141393,0.243906,-0.00286469,0.0207122,-0.001154,0.63,1.25,-1.03,-0.052,0.028,0.00499988,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:399867,-0.375996,-0.239058,1.5339,-0.000977384,1.35904,1.96943,0.0479019,0.0264859,0.0355733,-0.000479055,-0.00904152,0.0480089,0.357095,-0.141306,0.243869,-0.00217607,0.0205186,-0.000519654,0.63,1.25,-1.03,-0.052,0.028,0.00499988,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:404867,-0.375787,-0.238988,1.53418,-0.000977384,1.35898,1.96969,0.0480974,0.0248578,0.0315813,-0.000473648,-0.00667745,0.0482011,0.357061,-0.141206,0.243818,-0.00150459,0.0203297,5.11977e-05,0.17,1.01,-0.719999,-0.032,-0.00700009,-0.00100017,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:410028,-0.375525,-0.238918,1.53441,-0.000977384,1.35895,1.96997,0.0476104,0.0232209,0.0282881,-0.000460879,-0.00502169,0.04771,0.357021,-0.141104,0.24376,-0.000965989,0.0199136,0.000409918,0.17,1.01,-0.719999,-0.032,-0.00700009,-0.00100017,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:415051,-0.375246,-0.238866,1.53456,-0.000977384,1.35893,1.9703,0.0471357,0.0216073,0.0251451,-0.000450083,-0.00349271,0.0472316,0.357,-0.140988,0.243719,-0.000440807,0.0195078,0.000732714,1.28,1.7,-0.349999,0.02,0.0129999,-0.023,0.0101,0.0075,0.0345095,0.0143095,0.0318769,0.0168769,-2.38251,-1.47228,1550,1548
22:31:47:420166,-0.374949,-0.238831,1.53467,-0.000977384,1.35893,1.97067,0.0483587,0.0195988,0.0222243,-0.000457233,-0.00257916,0.0484553,0.356997,-0.140871,0.243692,0.000411762,0.01967,0.000838607,1.28,1.7,-0.349999,0.02,0.0129999,-0.023,0.0101,0.0075,0.0344932,0.0142932,0.0318769,0.0168769,-2.38904,-1.47228,1549,1548
22:31:47:425285,-0.374652,-0.238813,1.53474,-0.000977384,1.35893,1.97093,0.0495496,0.017634,0.0193952,-0.000464767,-0.00171381,0.0496469,0.357008,-0.140753,0.243674,0.00124307,0.0198281,0.000933876,1.54,3.18,-0.04,-0.041,0.073,-0.0190001,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:430299,-0.374391,-0.238796,1.53481,-0.000977384,1.35893,1.97109,0.0517536,0.0138398,0.0147631,-0.000482472,-0.000873705,0.0518538,0.35703,-0.140639,0.243659,0.00279338,0.0201197,0.00087002,1.54,3.18,-0.04,-0.041,0.073,-0.0190001,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:435403,-0.374146,-0.238778,1.53484,-0.000977384,1.35893,1.97124,0.0539007,0.010144,0.0102353,-0.000499413,-3.97696e-05,0.0540036,0.357046,-0.140538,0.243645,0.00430484,0.0204041,0.00081249,0.309999,3.15,0.570001,-0.116,0.0639999,-0.016,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:440512,-0.373937,-0.238761,1.53488,-0.000977384,1.35891,1.97144,0.0544831,0.00575282,0.0058131,-0.000503833,-8.11282e-06,0.0545868,0.35707,-0.140447,0.243641,0.00577267,0.0200652,0.000458219,0.309999,3.15,0.570001,-0.116,0.0639999,-0.016,0.0101,0.0075,0.0345095,0.0143095,0.0318769,0.0168769,-2.38251,-1.47228,1550,1548
22:31:47:445512,-0.373692,-0.238761,1.53489,-0.000977384,1.35891,1.97166,0.0550491,0.00148821,0.00143403,-0.000509041,0.000106885,0.0551538,0.357093,-0.140369,0.243637,0.0072038,0.0197347,0.000139377,0.61,2.06,1.4,-0.000999987,-0.005,-0.0170002,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:450528,-0.373431,-0.238726,1.53489,-0.000977384,1.3589,1.97189,0.0554258,-0.00133878,0.000190195,-0.000511869,-0.00147591,0.0555326,0.357123,-0.14028,0.243632,0.00805588,0.0195548,-0.00056759,0.61,2.06,1.4,-0.000999987,-0.005,-0.0170002,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:455630,-0.373134,-0.238726,1.53489,-0.000977384,1.3589,1.97215,0.0557933,-0.00406607,-0.00116298,-0.000518549,-0.00284966,0.0559028,0.357162,-0.140188,0.243646,0.00888668,0.0193794,-0.00120381,1.09,1.55,1.68,0.092,-0.0760001,-0.02,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:460629,-0.37282,-0.238726,1.53489,-0.000977384,1.3589,1.97245,0.0564813,-0.00587239,-0.00107415,-0.000525332,-0.00474417,0.056594,0.357203,-0.140082,0.243646,0.0094402,0.019445,-0.00191949,1.09,1.55,1.68,0.092,-0.0760001,-0.02,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:465749,-0.372506,-0.238726,1.53489,-0.000977384,1.3589,1.97276,0.0571512,-0.00760452,-0.00113007,-0.000531904,-0.00641973,0.0572669,0.357247,-0.13997,0.243646,0.00997988,0.0195089,-0.0025636,0.65,2.23,1.05,-0.018,-0.013,-0.0210001,0.0101,0.0075,0.0344932,0.0142932,0.0318769,0.0168769,-2.38904,-1.47228,1549,1548
22:31:47:470862,-0.372209,-0.238726,1.53489,-0.000977384,1.3589,1.97313,0.0576033,-0.0101884,-0.00355605,-0.000536128,-0.0065772,0.0577199,0.357291,-0.139857,0.243646,0.0108459,0.0193564,-0.00282462,0.65,2.23,1.05,-0.018,-0.013,-0.0210001,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:475880,-0.371947,-0.238726,1.53489,-0.000977384,1.35888,1.97351,0.0580425,-0.0126962,-0.00597227,-0.000540226,-0.00666841,0.0581602,0.357333,-0.139751,0.243646,0.0116903,0.0192076,-0.00305954,-0.190001,2.71,0.240001,-0.139,0.0599999,-0.0210001,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:480864,-0.371668,-0.238726,1.53489,-0.000977384,1.35884,1.97395,0.0576845,-0.0159471,-0.0107842,-0.000537598,-0.00510766,0.0578001,0.357373,-0.139659,0.243646,0.012755,0.0186467,-0.00286223,-0.190001,2.71,0.240001,-0.139,0.0599999,-0.0210001,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:486026,-0.371354,-0.238726,1.53489,-0.000977384,1.35881,1.97433,0.0573328,-0.0191267,-0.0154392,-0.000536082,-0.00363261,0.0574467,0.35742,-0.139562,0.243646,0.013793,0.0180997,-0.00268461,-0.27,2.45,0.0200005,-0.077,-0.00100005,-0.0470002,0.0101,0.0075,0.0345095,0.0143095,0.0318769,0.0168769,-2.38251,-1.47228,1550,1548
22:31:47:491147,-0.371005,-0.238726,1.53488,-0.000977384,1.35879,1.97456,0.0567633,-0.0218752,-0.0198497,-0.000532444,-0.00197124,0.0568748,0.357472,-0.139453,0.243646,0.0146746,0.0175253,-0.00241559,-0.27,2.45,0.0200005,-0.077,-0.00100005,-0.0470002,0.0101,0.0075,0.0344932,0.0142932,0.0318769,0.0168769,-2.38904,-1.47228,1549,1548
22:31:47:496145,-0.370656,-0.238726,1.53488,-0.000977384,1.35877,1.97472,0.0562056,-0.0245687,-0.0241,-0.000528906,-0.000414987,0.056315,0.357529,-0.139332,0.243651,0.0155341,0.0169654,-0.00217342,0.17,2.51,0.31,0.015,-0.049,-0.069,0.0101,0.0075,0.0344932,0.0142932,0.0318769,0.0168769,-2.38904,-1.47228,1549,1548
22:31:47:501264,-0.370324,-0.238726,1.53486,-0.000977384,1.35877,1.97491,0.0562247,-0.0271414,-0.0276273,-0.00052989,0.000539676,0.0563333,0.357582,-0.139209,0.243651,0.016401,0.0166395,-0.00210116,0.17,2.51,0.31,0.015,-0.049,-0.069,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:506265,-0.370062,-0.238744,1.53484,-0.000977384,1.35877,1.97512,0.0562422,-0.0296522,-0.0310513,-0.000530864,0.001453,0.0563501,0.357633,-0.139092,0.243656,0.0172462,0.0163219,-0.00203609,0.28,2.86,0.22,-0.044,0.03,-0.043,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:511386,-0.369835,-0.238761,1.53481,-0.000977384,1.35877,1.97536,0.0565635,-0.0324691,-0.0349999,-0.000533651,0.00258497,0.056671,0.357675,-0.139,0.243655,0.0182442,0.0160694,-0.00193134,0.28,2.86,0.22,-0.044,0.03,-0.043,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:516384,-0.369608,-0.238796,1.53477,-0.000977384,1.35877,1.97563,0.0568761,-0.0352186,-0.0388275,-0.000537388,0.00366335,0.0569833,0.357717,-0.138923,0.243659,0.0192173,0.0158232,-0.00183703,-0.14,2.76,-0.419999,-0.121,0.101,-0.0190001,0.0101,0.0075,0.0344932,0.0142932,0.0318769,0.0168769,-2.38904,-1.47228,1549,1548
22:31:47:521508,-0.369381,-0.238831,1.5347,-0.000977384,1.35877,1.97594,0.0566198,-0.0377997,-0.0434821,-0.000534544,0.00573661,0.0567244,0.357759,-0.138846,0.243656,0.0201158,0.015374,-0.00143168,-0.14,2.76,-0.419999,-0.121,0.101,-0.0190001,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:526508,-0.369085,-0.238901,1.5346,-0.000977384,1.35879,1.97634,0.0563679,-0.0403343,-0.047942,-0.000533761,0.0076616,0.0564705,0.357812,-0.138773,0.243664,0.0209918,0.0149358,-0.00106681,0.12,2.28,-0.599999,-0.061,0.046,-0.03,0.0101,0.0075,0.0345095,0.0143095,0.0318769,0.0168769,-2.38251,-1.47228,1550,1548
22:31:47:531630,-0.368788,-0.238988,1.53449,-0.000977384,1.35879,1.97674,0.0561993,-0.0420142,-0.0514826,-0.000532764,0.00952224,0.0562999,0.357881,-0.138678,0.243668,0.0216037,0.0146362,-0.000650957,0.12,2.28,-0.599999,-0.061,0.046,-0.03,0.0101,0.0075,0.0344932,0.0142932,0.0318769,0.0168769,-2.38904,-1.47228,1549,1548
22:31:47:536629,-0.368474,-0.23911,1.53437,-0.000977384,1.35879,1.97713,0.0560326,-0.0436704,-0.0548552,-0.00053183,0.0112384,0.0561314,0.357955,-0.138584,0.243666,0.0222004,0.014344,-0.00027667,0.92,2.1,-0.25,0.035,0.00399995,-0.0480001,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:541748,-0.368177,-0.239232,1.53423,-0.000977384,1.35883,1.97742,0.0567519,-0.0447607,-0.0567875,-0.0005385,0.0120811,0.0568513,0.358037,-0.138487,0.243656,0.0226893,0.0144573,-0.000117285,0.92,2.1,-0.25,0.035,0.00399995,-0.0480001,0.0101,0.0075,0.0345095,0.0143095,0.0318932,0.0168932,-2.38251,-1.46826,1550,1549
22:31:47:546751,-0.367898,-0.239372,1.53409,-0.000977384,1.35884,1.97765,0.0574526,-0.0458307,-0.0586408,-0.000543986,0.0128651,0.0575523,0.358114,-0.138395,0.243651,0.0231659,0.0145677,2.61497e-05,1.4,2.08,0.21,0.032,0.0369999,-0.053,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
22:31:47:551863,-0.367619,-0.239529,1.53397,-0.000977384,1.35888,1.97784,0.0587085,-0.0467442,-0.0594737,-0.000554899,0.0127858,0.0588105,0.358193,-0.13831,0.24364,0.02362,0.0149143,-7.58808e-05,1.4,2.08,0.21,0.032,0.0369999,-0.053,0.0101,0.0075,0.0345095,0.0143095,0.0318769,0.0168769,-2.38251,-1.47228,1550,1548
22:31:47:556861,-0.367305,-0.239686,1.53383,-0.000977384,1.35891,1.97805,0.0599312,-0.0476311,-0.0603081,-0.00056224,0.0127344,0.0600348,0.358264,-0.138222,0.243616,0.0240626,0.0152523,-0.000167756,1.18,0.899998,0.63,0.00699997,0.043,-0.0350001,0.0101,0.0075,0.0344932,0.0142932,0.0318932,0.0168932,-2.38904,-1.46826,1549,1549
