568,1249
571,1249
1557,1984
2313,2788
3046,3619
3826,4265
4465,4859
5092,5429
5660,5998
6846,7390
7711,8115
8493,8901
9180,9634
9864,10316
10546,10985
11228,11611
11888,12270
12705,13758
13219,13758
14030,14472
14839,15261
15529,16023
16236,16548
16756,17271
17490,17808
18057,18354
