Time_us,Q1,Q2,Q3,Q4,Q5,Q6,Qdot_a1,Qdot_a2,Qdot_a3,Qdot_a4,Qdot_a5,Qdot_a6,Qdot1,Qdot2,Qdot3,Qdot4,Qdot5,Qdot6,X,Y,Z,Rx,Ry,Rz,FT1,FT2,FT3,FT4,FT5,FT6,F_cmd1,F_cmd2,F_cmd3,F_cmd4,F_cmd5,F_cmd6,v_meas1,v_meas2,v_meas3,v_meas4,v_meas5,v_meas6,vel1,vel2,vel3,vel4,vel5,vel6,rf1,rf2,rf3,F_exp1,F_exp2,F_exp3,beta,Ci11,Ci12,Ci13,Ci21,Ci22,Ci23,Ci31,Ci32,Ci33,Mi_inv11,Mi_inv12,Mi_inv13,Mi_inv21,Mi_inv22,Mi_inv23,Mi_inv31,Mi_inv32,Mi_inv33
1781299572448697,0.00787144,-0.353988,1.81998,0,0.967995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372405,0.00293142,0.120287,-3.13372,-0.000366602,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572453782,0.00787144,-0.353988,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372401,0.00293139,0.120287,-3.13372,-0.000383999,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572458762,0.00785398,-0.353988,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372401,0.00292489,0.120287,-3.13374,-0.000383999,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572463805,0.00785398,-0.353988,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372401,0.00292489,0.120287,-3.13374,-0.000383999,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572468808,0.00785398,-0.353988,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372401,0.00292489,0.120287,-3.13374,-0.000383999,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572473996,0.00785398,-0.353988,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372401,0.00292489,0.120287,-3.13374,-0.000383999,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572478993,0.00785398,-0.353988,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372401,0.00292489,0.120287,-3.13374,-0.000383999,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572484121,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572489227,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572494203,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572499197,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572504329,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572509488,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572514477,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572519465,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572524580,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572529547,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572534651,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572539822,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572544821,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572549946,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572554944,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572560068,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572565070,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572570236,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572575236,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572580341,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572585326,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572590441,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572595441,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572600567,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572605582,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572610705,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572615697,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
1781299572620765,0.00785398,-0.35397,1.81998,0,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372403,0.0029249,0.120293,-3.13374,-0.000366572,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,0,0,0,20,0.1,0,0,0,0.1,0,0,0,0.1
