Time_us,Q1,Q2,Q3,Q4,Q5,Q6,Qdot_a1,Qdot_a2,Qdot_a3,Qdot_a4,Qdot_a5,Qdot_a6,Qdot1,Qdot2,Qdot3,Qdot4,Qdot5,Qdot6,X,Y,Z,Rx,Ry,Rz,FT1,FT2,FT3,FT4,FT5,FT6,F_cmd1,F_cmd2,F_cmd3,F_cmd4,F_cmd5,F_cmd6,v_meas1,v_meas2,v_meas3,v_meas4,v_meas5,v_meas6,v_lpf1,v_lpf2,v_lpf3,v_lpf4,v_lpf5,v_lpf6,vel1,vel2,vel3,vel4,vel5,vel6,bd_desired,bd_applied,beta_hat,K_hat,curvature_hat,target_curvature,gamma1,gamma2,intended_acc_x,intended_acc_y,intended_force_x,intended_force_y,intended_dir_x,intended_dir_y,B11,B12,B21,B22,indirect_ready
1781299753906103,0.00776672,-0.354075,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372531,0.00290375,0.120337,-3.13386,-0.000139687,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04265e-07,4.6827e-09,-1.44914e-06,-3.01417e-08,3.88955e-06,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.00117733,9.12363e-06,1,0,150,0,0,150,0
1781299753911514,0.00776672,-0.354075,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372531,0.00290375,0.120337,-3.13386,-0.000139687,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83412e-07,3.74616e-09,-1.15932e-06,-2.41134e-08,3.11164e-06,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.00102266,7.92499e-06,1,0,150,0,0,150,0
1781299753916280,0.00776672,-0.354075,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372531,0.00290375,0.120337,-3.13386,-0.000139687,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8673e-07,2.99693e-09,-9.27452e-07,-1.92907e-08,2.48931e-06,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.000887605,6.87843e-06,1,0,150,0,0,150,0
1781299753921411,0.00776672,-0.354075,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372531,0.00290375,0.120337,-3.13386,-0.000139687,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09384e-07,2.39754e-09,-7.41962e-07,-1.54326e-08,1.99145e-06,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.000769838,5.96579e-06,1,0,150,0,0,150,0
1781299753926433,0.00776672,-0.354075,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372531,0.00290375,0.120337,-3.13386,-0.000139687,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47507e-07,1.91804e-09,-5.93569e-07,-1.2346e-08,1.59316e-06,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.000667258,5.17086e-06,1,0,150,0,0,150,0
1781299753931485,0.00776672,-0.354075,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372531,0.00290375,0.120337,-3.13386,-0.000139687,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98006e-07,1.53443e-09,-4.74856e-07,-9.87684e-09,1.27453e-06,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.000578,4.47916e-06,1,0,150,0,0,150,0
1781299753936539,0.00776672,-0.354075,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372531,0.00290375,0.120337,-3.13386,-0.000139687,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58404e-07,1.22754e-09,-3.79884e-07,-7.90147e-09,1.01962e-06,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.000500406,3.87786e-06,1,0,150,0,0,150,0
1781299753941692,0.00776672,-0.354075,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372531,0.00290375,0.120337,-3.13386,-0.000139687,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26724e-07,9.82034e-10,-3.03908e-07,-6.32118e-09,8.15697e-07,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.000433011,3.35558e-06,1,0,150,0,0,150,0
1781299753946662,0.00776672,-0.354075,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372531,0.00290375,0.120337,-3.13386,-0.000139687,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01379e-07,7.85628e-10,-2.43126e-07,-5.05694e-09,6.52558e-07,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.000374518,2.9023e-06,1,0,150,0,0,150,0
1781299753951786,0.00776672,-0.354075,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372531,0.00290375,0.120337,-3.13386,-0.000139687,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11031e-08,6.28502e-10,-1.94501e-07,-4.04555e-09,5.22046e-07,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.000323789,2.50918e-06,1,0,150,0,0,150,0
1781299753956924,0.00776672,-0.354092,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372529,0.00290374,0.120331,-3.13386,-0.00015717,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48825e-08,5.02802e-10,-1.55601e-07,-3.23644e-09,4.17637e-07,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.000279821,2.16845e-06,1,0,150,0,0,150,0
1781299753961893,0.00776672,-0.354092,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372529,0.00290374,0.120331,-3.13386,-0.00015717,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1906e-08,4.02241e-10,-1.24481e-07,-2.58915e-09,3.3411e-07,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.000241736,1.87331e-06,1,0,150,0,0,150,0
1781299753966896,0.00776672,-0.354092,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372529,0.00290374,0.120331,-3.13386,-0.00015717,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15248e-08,3.21793e-10,-9.95845e-08,-2.07132e-09,2.67288e-07,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.000208765,1.61781e-06,1,0,150,0,0,150,0
1781299753971969,0.00776672,-0.354092,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372529,0.00290374,0.120331,-3.13386,-0.00015717,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32198e-08,2.57434e-10,-7.96676e-08,-1.65706e-09,2.1383e-07,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.000180236,1.39672e-06,1,0,150,0,0,150,0
1781299753976973,0.00776672,-0.354092,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372529,0.00290374,0.120331,-3.13386,-0.00015717,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65759e-08,2.05948e-10,-6.37341e-08,-1.32565e-09,1.71064e-07,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.000155561,1.2055e-06,1,0,150,0,0,150,0
1781299753982146,0.00776672,-0.354092,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372529,0.00290374,0.120331,-3.13386,-0.00015717,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12607e-08,1.64758e-10,-5.09872e-08,-1.06052e-09,1.36851e-07,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.000134229,1.04019e-06,1,0,150,0,0,150,0
1781299753987296,0.00776672,-0.354092,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372529,0.00290374,0.120331,-3.13386,-0.00015717,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70086e-08,1.31806e-10,-4.07898e-08,-8.48414e-10,1.09481e-07,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,0.000115794,8.97335e-07,1,0,150,0,0,150,0
1781299753992297,0.00776672,-0.354092,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372529,0.00290374,0.120331,-3.13386,-0.00015717,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36068e-08,1.05445e-10,-3.26318e-08,-6.78731e-10,8.75848e-08,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,9.98684e-05,7.73922e-07,1,0,150,0,0,150,0
1781299753997427,0.00776672,-0.354092,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372529,0.00290374,0.120331,-3.13386,-0.00015717,3.14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08855e-08,8.43561e-11,-2.61055e-08,-5.42985e-10,7.00679e-08,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,8.61154e-05,6.67345e-07,1,0,150,0,0,150,0
1781299754002451,0.00776672,-0.354092,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372529,0.00290374,0.120331,-3.13386,-0.00015717,3.14155,0.015,-0.016,-0.058,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,8.70838e-09,6.74849e-11,-2.08844e-08,-4.34388e-10,5.60543e-08,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,7.42421e-05,5.75334e-07,1,0,150,0,0,150,0
1781299754007578,0.00776672,-0.354092,1.81965,5.23599e-05,0.968012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372529,0.00290374,0.120331,-3.13386,-0.00015717,3.14155,-0.022,0.011,-0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9667e-09,5.39879e-11,-1.67075e-08,-3.4751e-10,4.48434e-08,0,0,0,0,0,0,0,150,150,0.333333,0,0,0,1,1,0,0,6.39945e-05,4.95921e-07,1,0,150,0,0,150,0
